cell_id;antenna_id;service
C0005504;ANT001336;GSM900
C0005505;ANT001336;B3
C0005506;ANT001336;B32
C0005507;ANT001336;B8
C0005508;ANT001336;B20
C0005509;ANT001336;B1
C0005510;ANT001336;N78
C0005511;ANT001337;GSM900
C0005512;ANT001337;B3
C0005513;ANT001337;B32
C0005514;ANT001337;B8
C0005515;ANT001337;B20
C0005516;ANT001337;N28
C0005517;ANT001337;N1
C0005518;ANT001337;B1
C0005519;ANT001337;N78
C0005520;ANT001338;GSM900
C0005521;ANT001338;B3
C0005522;ANT001338;B32
C0005523;ANT001338;B8
C0005524;ANT001338;B20
C0005525;ANT001338;N28
C0005526;ANT001338;N1
C0005527;ANT001338;B1
C0005528;ANT001338;N78
C0005529;ANT001339;GSM900
C0005530;ANT001339;B3
C0005531;ANT001339;B32
C0005532;ANT001339;B8
C0005533;ANT001339;B20
C0005534;ANT001339;N28
C0005535;ANT001339;N1
C0005536;ANT001339;B1
C0005537;ANT001339;N78
C0005538;ANT001340;B3
C0005539;ANT001340;B7
C0005540;ANT001340;B32
C0005541;ANT001340;B20
C0005542;ANT001340;N28
C0005543;ANT001340;B1
C0005544;ANT001341;B3
C0005545;ANT001341;B7
C0005546;ANT001341;B32
C0005547;ANT001341;B20
C0005548;ANT001341;N28
C0005549;ANT001341;B1
C0005550;ANT001342;B3
C0005551;ANT001342;B7
C0005552;ANT001342;B32
C0005553;ANT001342;B20
C0005554;ANT001342;N28
C0005555;ANT001342;B1
C0005556;ANT001343;B3
C0005557;ANT001343;B20
C0005558;ANT001343;N28
C0005559;ANT001343;N1
C0005560;ANT001343;B1
C0005561;ANT001343;N78
C0005562;ANT001344;B3
C0005563;ANT001344;B20
C0005564;ANT001344;N28
C0005565;ANT001344;N1
C0005566;ANT001344;B1
C0005567;ANT001344;N78
C0005568;ANT001345;B3
C0005569;ANT001345;B20
C0005570;ANT001345;N28
C0005571;ANT001345;N1
C0005572;ANT001345;B1
C0005573;ANT001345;N78
C0005574;ANT001346;B3
C0005575;ANT001346;B7
C0005576;ANT001346;B32
C0005577;ANT001346;N28
C0005578;ANT001346;N1
C0005579;ANT001346;N78
C0005580;ANT001347;B3
C0005581;ANT001347;B7
C0005582;ANT001347;B32
C0005583;ANT001347;N28
C0005584;ANT001347;N1
C0005585;ANT001347;N78
C0005586;ANT001348;B3
C0005587;ANT001348;B7
C0005588;ANT001348;B32
C0005589;ANT001348;N28
C0005590;ANT001348;N1
C0005591;ANT001348;N78
C0005592;ANT001349;B3
C0005593;ANT001349;B7
C0005594;ANT001349;B32
C0005595;ANT001349;N28
C0005596;ANT001349;N1
C0005597;ANT001349;N78
C0005598;ANT001350;B3
C0005599;ANT001350;B7
C0005600;ANT001350;B32
C0005601;ANT001350;N28
C0005602;ANT001350;N1
C0005603;ANT001350;N78
C0005604;ANT001351;B3
C0005605;ANT001351;B7
C0005606;ANT001351;B32
C0005607;ANT001351;N28
C0005608;ANT001351;N1
C0005609;ANT001351;N78
C0005610;ANT001352;B3
C0005611;ANT001352;B7
C0005612;ANT001352;B32
C0005613;ANT001352;N28
C0005614;ANT001352;N1
C0005615;ANT001352;N78
C0005616;ANT001353;B3
C0005617;ANT001353;B7
C0005618;ANT001353;B32
C0005619;ANT001353;N28
C0005620;ANT001353;N1
C0005621;ANT001353;N78
C0005622;ANT001354;B3
C0005623;ANT001354;B7
C0005624;ANT001354;B32
C0005625;ANT001354;N28
C0005626;ANT001354;N1
C0005627;ANT001354;N78
C0005628;ANT001355;B8
C0005629;ANT001355;B20
C0005630;ANT001355;B3
C0005631;ANT001356;B8
C0005632;ANT001356;B20
C0005633;ANT001356;B3
C0005634;ANT001357;B8
C0005635;ANT001357;B20
C0005636;ANT001357;B3
C0005637;ANT001358;B8
C0005638;ANT001358;B20
C0005639;ANT001358;B3
C0005640;ANT001359;B8
C0005641;ANT001359;B20
C0005642;ANT001359;B3
C0005643;ANT001360;B8
C0005644;ANT001360;B20
C0005645;ANT001360;B3
C0005646;ANT001361;B3
C0005647;ANT001361;B7
C0005648;ANT001361;B32
C0005649;ANT001361;B1
C0005650;ANT001361;N78
C0005651;ANT001362;B3
C0005652;ANT001362;B7
C0005653;ANT001362;B32
C0005654;ANT001362;B1
C0005655;ANT001362;N78
C0005656;ANT001363;B3
C0005657;ANT001363;B7
C0005658;ANT001363;B32
C0005659;ANT001363;B1
C0005660;ANT001363;N78
C0005661;ANT001364;GSM900
C0005662;ANT001364;N28
C0005663;ANT001364;B3
C0005664;ANT001364;B32
C0005665;ANT001365;GSM900
C0005666;ANT001365;N28
C0005667;ANT001365;B3
C0005668;ANT001365;B32
C0005669;ANT001366;GSM900
C0005670;ANT001366;N28
C0005671;ANT001366;B3
C0005672;ANT001366;B32
C0005673;ANT001367;B8
C0005674;ANT001367;B7
C0005675;ANT001367;B3
C0005676;ANT001367;N28
C0005677;ANT001367;N1
C0005678;ANT001367;B1
C0005679;ANT001367;N78
C0005680;ANT001368;B8
C0005681;ANT001368;B7
C0005682;ANT001368;B3
C0005683;ANT001368;N28
C0005684;ANT001368;N1
C0005685;ANT001368;B1
C0005686;ANT001368;N78
C0005687;ANT001369;B8
C0005688;ANT001369;B7
C0005689;ANT001369;B3
C0005690;ANT001369;N28
C0005691;ANT001369;N1
C0005692;ANT001369;B1
C0005693;ANT001369;N78
C0005694;ANT001370;GSM900
C0005695;ANT001370;B8
C0005696;ANT001370;B32
C0005697;ANT001370;B3
C0005698;ANT001370;B7
C0005699;ANT001370;B20
C0005700;ANT001370;N28
C0005701;ANT001370;N1
C0005702;ANT001370;B1
C0005703;ANT001370;N78
C0005704;ANT001371;GSM900
C0005705;ANT001371;B8
C0005706;ANT001371;B32
C0005707;ANT001371;B3
C0005708;ANT001371;B7
C0005709;ANT001371;B20
C0005710;ANT001371;N28
C0005711;ANT001371;N1
C0005712;ANT001371;B1
C0005713;ANT001371;N78
C0005714;ANT001372;GSM900
C0005715;ANT001372;B8
C0005716;ANT001372;B32
C0005717;ANT001372;B3
C0005718;ANT001372;B7
C0005719;ANT001372;B20
C0005720;ANT001372;N28
C0005721;ANT001372;N1
C0005722;ANT001372;B1
C0005723;ANT001372;N78
C0005724;ANT001373;GSM900
C0005725;ANT001373;B8
C0005726;ANT001373;B20
C0005727;ANT001373;N28
C0005728;ANT001373;N1
C0005729;ANT001373;B1
C0005730;ANT001373;N78
C0005731;ANT001374;GSM900
C0005732;ANT001374;B8
C0005733;ANT001374;B20
C0005734;ANT001374;N28
C0005735;ANT001374;N1
C0005736;ANT001374;B1
C0005737;ANT001374;N78
C0005738;ANT001375;GSM900
C0005739;ANT001375;B8
C0005740;ANT001375;B20
C0005741;ANT001375;N28
C0005742;ANT001375;N1
C0005743;ANT001375;B1
C0005744;ANT001375;N78
C0005745;ANT001376;GSM900
C0005746;ANT001376;B8
C0005747;ANT001376;B32
C0005748;ANT001376;B20
C0005749;ANT001376;N28
C0005750;ANT001376;N1
C0005751;ANT001376;B1
C0005752;ANT001376;N78
C0005753;ANT001377;GSM900
C0005754;ANT001377;B8
C0005755;ANT001377;B32
C0005756;ANT001377;B20
C0005757;ANT001377;N28
C0005758;ANT001377;N1
C0005759;ANT001377;B1
C0005760;ANT001377;N78
C0005761;ANT001378;GSM900
C0005762;ANT001378;B8
C0005763;ANT001378;B32
C0005764;ANT001378;B20
C0005765;ANT001378;N28
C0005766;ANT001378;N1
C0005767;ANT001378;B1
C0005768;ANT001378;N78
C0005769;ANT001379;GSM900
C0005770;ANT001379;B3
C0005771;ANT001379;B32
C0005772;ANT001379;B7
C0005773;ANT001379;B8
C0005774;ANT001379;B20
C0005775;ANT001379;N28
C0005776;ANT001379;N1
C0005777;ANT001379;B1
C0005778;ANT001380;GSM900
C0005779;ANT001380;B3
C0005780;ANT001380;B32
C0005781;ANT001380;B7
C0005782;ANT001380;B8
C0005783;ANT001380;B20
C0005784;ANT001380;N28
C0005785;ANT001380;N1
C0005786;ANT001380;B1
C0005787;ANT001381;GSM900
C0005788;ANT001381;B3
C0005789;ANT001381;B32
C0005790;ANT001381;B7
C0005791;ANT001381;B8
C0005792;ANT001381;B20
C0005793;ANT001381;N28
C0005794;ANT001381;N1
C0005795;ANT001381;B1
C0005796;ANT001382;B7
C0005797;ANT001382;B32
C0005798;ANT001382;B20
C0005799;ANT001382;N28
C0005800;ANT001382;B1
C0005801;ANT001382;N78
C0005802;ANT001383;B7
C0005803;ANT001383;B32
C0005804;ANT001383;B20
C0005805;ANT001383;N28
C0005806;ANT001383;B1
C0005807;ANT001383;N78
C0005808;ANT001384;B7
C0005809;ANT001384;B32
C0005810;ANT001384;B20
C0005811;ANT001384;N28
C0005812;ANT001384;B1
C0005813;ANT001384;N78
C0005814;ANT001385;N78
C0005815;ANT001385;B3
C0005816;ANT001385;B7
C0005817;ANT001386;N78
C0005818;ANT001386;B3
C0005819;ANT001386;B7
C0005820;ANT001387;N78
C0005821;ANT001387;B3
C0005822;ANT001387;B7
C0005823;ANT001388;GSM900
C0005824;ANT001388;B8
C0005825;ANT001388;B32
C0005826;ANT001388;B3
C0005827;ANT001388;B7
C0005828;ANT001388;B20
C0005829;ANT001388;N28
C0005830;ANT001388;N1
C0005831;ANT001388;B1
C0005832;ANT001388;N78
C0005833;ANT001389;GSM900
C0005834;ANT001389;B8
C0005835;ANT001389;B32
C0005836;ANT001389;B3
C0005837;ANT001389;B7
C0005838;ANT001389;B20
C0005839;ANT001389;N28
C0005840;ANT001389;N1
C0005841;ANT001389;B1
C0005842;ANT001389;N78
C0005843;ANT001390;GSM900
C0005844;ANT001390;B8
C0005845;ANT001390;B32
C0005846;ANT001390;B3
C0005847;ANT001390;B7
C0005848;ANT001390;B20
C0005849;ANT001390;N28
C0005850;ANT001390;N1
C0005851;ANT001390;B1
C0005852;ANT001390;N78
C0005853;ANT001391;GSM900
C0005854;ANT001391;B8
C0005855;ANT001391;B32
C0005856;ANT001391;B3
C0005857;ANT001391;B7
C0005858;ANT001391;N28
C0005859;ANT001391;N1
C0005860;ANT001391;B1
C0005861;ANT001391;N78
C0005862;ANT001392;GSM900
C0005863;ANT001392;B8
C0005864;ANT001392;B32
C0005865;ANT001392;B3
C0005866;ANT001392;B7
C0005867;ANT001392;N28
C0005868;ANT001392;N1
C0005869;ANT001392;B1
C0005870;ANT001392;N78
C0005871;ANT001393;GSM900
C0005872;ANT001393;B8
C0005873;ANT001393;B32
C0005874;ANT001393;B3
C0005875;ANT001393;B7
C0005876;ANT001393;N28
C0005877;ANT001393;N1
C0005878;ANT001393;B1
C0005879;ANT001393;N78
C0005880;ANT001394;GSM900
C0005881;ANT001394;B8
C0005882;ANT001394;B32
C0005883;ANT001394;B3
C0005884;ANT001394;B7
C0005885;ANT001394;N28
C0005886;ANT001394;N1
C0005887;ANT001394;B1
C0005888;ANT001394;N78
C0005889;ANT001395;GSM900
C0005890;ANT001395;B8
C0005891;ANT001395;B32
C0005892;ANT001395;B3
C0005893;ANT001395;B7
C0005894;ANT001395;N28
C0005895;ANT001395;N1
C0005896;ANT001395;B1
C0005897;ANT001395;N78
C0005898;ANT001396;GSM900
C0005899;ANT001396;B8
C0005900;ANT001396;B32
C0005901;ANT001396;B3
C0005902;ANT001396;B7
C0005903;ANT001396;N28
C0005904;ANT001396;N1
C0005905;ANT001396;B1
C0005906;ANT001396;N78
C0005907;ANT001397;GSM900
C0005908;ANT001397;B20
C0005909;ANT001397;N28
C0005910;ANT001397;B32
C0005911;ANT001398;GSM900
C0005912;ANT001398;B20
C0005913;ANT001398;N28
C0005914;ANT001398;B32
C0005915;ANT001399;GSM900
C0005916;ANT001399;B20
C0005917;ANT001399;N28
C0005918;ANT001399;B32
C0005919;ANT001400;GSM900
C0005920;ANT001400;B20
C0005921;ANT001400;N28
C0005922;ANT001400;B32
C0005923;ANT001401;GSM900
C0005924;ANT001401;B20
C0005925;ANT001401;N28
C0005926;ANT001401;B32
C0005927;ANT001402;GSM900
C0005928;ANT001402;B20
C0005929;ANT001402;N28
C0005930;ANT001402;B32
C0005931;ANT001403;GSM900
C0005932;ANT001403;B3
C0005933;ANT001403;B8
C0005934;ANT001403;B32
C0005935;ANT001403;B7
C0005936;ANT001403;N1
C0005937;ANT001403;B1
C0005938;ANT001403;N78
C0005939;ANT001404;GSM900
C0005940;ANT001404;B3
C0005941;ANT001404;B8
C0005942;ANT001404;B32
C0005943;ANT001404;B7
C0005944;ANT001404;N1
C0005945;ANT001404;B1
C0005946;ANT001404;N78
C0005947;ANT001405;GSM900
C0005948;ANT001405;B3
C0005949;ANT001405;B8
C0005950;ANT001405;B32
C0005951;ANT001405;B7
C0005952;ANT001405;N1
C0005953;ANT001405;B1
C0005954;ANT001405;N78
C0005955;ANT001406;N1
C0005956;ANT001406;B1
C0005957;ANT001406;B32
C0005958;ANT001407;N1
C0005959;ANT001407;B1
C0005960;ANT001407;B32
C0005961;ANT001408;N1
C0005962;ANT001408;B1
C0005963;ANT001408;B32
C0005964;ANT001409;GSM900
C0005965;ANT001409;B8
C0005966;ANT001409;B3
C0005967;ANT001409;B7
C0005968;ANT001409;B20
C0005969;ANT001409;N1
C0005970;ANT001409;N78
C0005971;ANT001410;GSM900
C0005972;ANT001410;B8
C0005973;ANT001410;B3
C0005974;ANT001410;B7
C0005975;ANT001410;B20
C0005976;ANT001410;N1
C0005977;ANT001410;N78
C0005978;ANT001411;GSM900
C0005979;ANT001411;B8
C0005980;ANT001411;B7
C0005981;ANT001411;B32
C0005982;ANT001411;B20
C0005983;ANT001411;N28
C0005984;ANT001411;N1
C0005985;ANT001411;B1
C0005986;ANT001412;GSM900
C0005987;ANT001412;B8
C0005988;ANT001412;B7
C0005989;ANT001412;B32
C0005990;ANT001412;B20
C0005991;ANT001412;N28
C0005992;ANT001412;N1
C0005993;ANT001412;B1
C0005994;ANT001413;GSM900
C0005995;ANT001413;B8
C0005996;ANT001413;B7
C0005997;ANT001413;B32
C0005998;ANT001413;B20
C0005999;ANT001413;N28
C0006000;ANT001413;N1
C0006001;ANT001413;B1
C0006002;ANT001414;GSM900
C0006003;ANT001414;B8
C0006004;ANT001414;B7
C0006005;ANT001414;B32
C0006006;ANT001414;B20
C0006007;ANT001414;N28
C0006008;ANT001414;N1
C0006009;ANT001414;B1
C0006010;ANT001415;GSM900
C0006011;ANT001415;B8
C0006012;ANT001415;B7
C0006013;ANT001415;B32
C0006014;ANT001415;B20
C0006015;ANT001415;N28
C0006016;ANT001415;N1
C0006017;ANT001415;B1
C0006018;ANT001416;GSM900
C0006019;ANT001416;B8
C0006020;ANT001416;B7
C0006021;ANT001416;B32
C0006022;ANT001416;B20
C0006023;ANT001416;N28
C0006024;ANT001416;N1
C0006025;ANT001416;B1
C0006026;ANT001417;GSM900
C0006027;ANT001417;B8
C0006028;ANT001417;B7
C0006029;ANT001417;B32
C0006030;ANT001417;B20
C0006031;ANT001417;N28
C0006032;ANT001417;N1
C0006033;ANT001417;B1
C0006034;ANT001418;GSM900
C0006035;ANT001418;B8
C0006036;ANT001418;B7
C0006037;ANT001418;B32
C0006038;ANT001418;B20
C0006039;ANT001418;N28
C0006040;ANT001418;N1
C0006041;ANT001418;B1
C0006042;ANT001419;GSM900
C0006043;ANT001419;B8
C0006044;ANT001419;B7
C0006045;ANT001419;B32
C0006046;ANT001419;B20
C0006047;ANT001419;N28
C0006048;ANT001419;N1
C0006049;ANT001419;B1
C0006050;ANT001420;GSM900
C0006051;ANT001420;B8
C0006052;ANT001420;B7
C0006053;ANT001420;B32
C0006054;ANT001420;B20
C0006055;ANT001420;N28
C0006056;ANT001420;N1
C0006057;ANT001420;B1
C0006058;ANT001421;GSM900
C0006059;ANT001421;B8
C0006060;ANT001421;B7
C0006061;ANT001421;B32
C0006062;ANT001421;B20
C0006063;ANT001421;N28
C0006064;ANT001421;N1
C0006065;ANT001421;B1
C0006066;ANT001422;GSM900
C0006067;ANT001422;B8
C0006068;ANT001422;B32
C0006069;ANT001422;B3
C0006070;ANT001422;B7
C0006071;ANT001422;B20
C0006072;ANT001422;N28
C0006073;ANT001422;N1
C0006074;ANT001422;B1
C0006075;ANT001422;N78
C0006076;ANT001423;GSM900
C0006077;ANT001423;B8
C0006078;ANT001423;B32
C0006079;ANT001423;B3
C0006080;ANT001423;B7
C0006081;ANT001423;B20
C0006082;ANT001423;N28
C0006083;ANT001423;N1
C0006084;ANT001423;B1
C0006085;ANT001423;N78
C0006086;ANT001424;GSM900
C0006087;ANT001424;B8
C0006088;ANT001424;B32
C0006089;ANT001424;B3
C0006090;ANT001424;B7
C0006091;ANT001424;B20
C0006092;ANT001424;N28
C0006093;ANT001424;N1
C0006094;ANT001424;B1
C0006095;ANT001424;N78
C0006096;ANT001425;B8
C0006097;ANT001425;B20
C0006098;ANT001425;N28
C0006099;ANT001425;N1
C0006100;ANT001425;B1
C0006101;ANT001426;B8
C0006102;ANT001426;B20
C0006103;ANT001426;N28
C0006104;ANT001426;N1
C0006105;ANT001426;B1
C0006106;ANT001427;B8
C0006107;ANT001427;B20
C0006108;ANT001427;N28
C0006109;ANT001427;N1
C0006110;ANT001427;B1
C0006111;ANT001428;B8
C0006112;ANT001428;B20
C0006113;ANT001428;N28
C0006114;ANT001428;N1
C0006115;ANT001428;B1
C0006116;ANT001429;B8
C0006117;ANT001429;B20
C0006118;ANT001429;N28
C0006119;ANT001429;N1
C0006120;ANT001429;B1
C0006121;ANT001430;B8
C0006122;ANT001430;B20
C0006123;ANT001430;N28
C0006124;ANT001430;N1
C0006125;ANT001430;B1
C0006126;ANT001431;GSM900
C0006127;ANT001431;B3
C0006128;ANT001431;B7
C0006129;ANT001431;B32
C0006130;ANT001431;B20
C0006131;ANT001431;N28
C0006132;ANT001431;N1
C0006133;ANT001431;N78
C0006134;ANT001432;GSM900
C0006135;ANT001432;B3
C0006136;ANT001432;B7
C0006137;ANT001432;B32
C0006138;ANT001432;B20
C0006139;ANT001432;N28
C0006140;ANT001432;N1
C0006141;ANT001432;N78
C0006142;ANT001433;GSM900
C0006143;ANT001433;B3
C0006144;ANT001433;B7
C0006145;ANT001433;B32
C0006146;ANT001433;B20
C0006147;ANT001433;N28
C0006148;ANT001433;N1
C0006149;ANT001433;N78
C0006150;ANT001434;GSM900
C0006151;ANT001434;B8
C0006152;ANT001434;B32
C0006153;ANT001434;B3
C0006154;ANT001434;B7
C0006155;ANT001434;B20
C0006156;ANT001434;N28
C0006157;ANT001434;N1
C0006158;ANT001434;B1
C0006159;ANT001434;N78
C0006160;ANT001435;GSM900
C0006161;ANT001435;B8
C0006162;ANT001435;B32
C0006163;ANT001435;B3
C0006164;ANT001435;B7
C0006165;ANT001435;B20
C0006166;ANT001435;N28
C0006167;ANT001435;N1
C0006168;ANT001435;B1
C0006169;ANT001435;N78
C0006170;ANT001436;GSM900
C0006171;ANT001436;B8
C0006172;ANT001436;B32
C0006173;ANT001436;B3
C0006174;ANT001436;B7
C0006175;ANT001436;B20
C0006176;ANT001436;N28
C0006177;ANT001436;N1
C0006178;ANT001436;B1
C0006179;ANT001436;N78
C0006180;ANT001437;GSM900
C0006181;ANT001437;B8
C0006182;ANT001437;B32
C0006183;ANT001437;B3
C0006184;ANT001437;B7
C0006185;ANT001437;B20
C0006186;ANT001437;N28
C0006187;ANT001437;N1
C0006188;ANT001437;B1
C0006189;ANT001437;N78
C0006190;ANT001438;GSM900
C0006191;ANT001438;B8
C0006192;ANT001438;B32
C0006193;ANT001438;B3
C0006194;ANT001438;B7
C0006195;ANT001438;B20
C0006196;ANT001438;N28
C0006197;ANT001438;N1
C0006198;ANT001438;B1
C0006199;ANT001438;N78
C0006200;ANT001439;GSM900
C0006201;ANT001439;B8
C0006202;ANT001439;B32
C0006203;ANT001439;B3
C0006204;ANT001439;B7
C0006205;ANT001439;B20
C0006206;ANT001439;N28
C0006207;ANT001439;N1
C0006208;ANT001439;B1
C0006209;ANT001439;N78
C0006210;ANT001440;GSM900
C0006211;ANT001440;B3
C0006212;ANT001440;B7
C0006213;ANT001440;B32
C0006214;ANT001440;B20
C0006215;ANT001440;N28
C0006216;ANT001440;N1
C0006217;ANT001440;B1
C0006218;ANT001440;N78
C0006219;ANT001441;GSM900
C0006220;ANT001441;B3
C0006221;ANT001441;B7
C0006222;ANT001441;B32
C0006223;ANT001441;B20
C0006224;ANT001441;N28
C0006225;ANT001441;N1
C0006226;ANT001441;B1
C0006227;ANT001441;N78
C0006228;ANT001442;GSM900
C0006229;ANT001442;B3
C0006230;ANT001442;B7
C0006231;ANT001442;B32
C0006232;ANT001442;B20
C0006233;ANT001442;N28
C0006234;ANT001442;N1
C0006235;ANT001442;B1
C0006236;ANT001442;N78
C0006237;ANT001443;B1
C0006238;ANT001443;B3
C0006239;ANT001443;B32
C0006240;ANT001444;B1
C0006241;ANT001444;B3
C0006242;ANT001444;B32
C0006243;ANT001445;B1
C0006244;ANT001445;B3
C0006245;ANT001445;B32
C0006246;ANT001446;GSM900
C0006247;ANT001446;B3
C0006248;ANT001446;B32
C0006249;ANT001446;B7
C0006250;ANT001446;B20
C0006251;ANT001446;N28
C0006252;ANT001446;N1
C0006253;ANT001446;B1
C0006254;ANT001447;GSM900
C0006255;ANT001447;B3
C0006256;ANT001447;B32
C0006257;ANT001447;B7
C0006258;ANT001447;B20
C0006259;ANT001447;N28
C0006260;ANT001447;N1
C0006261;ANT001447;B1
C0006262;ANT001448;GSM900
C0006263;ANT001448;B3
C0006264;ANT001448;B32
C0006265;ANT001448;B7
C0006266;ANT001448;B20
C0006267;ANT001448;N28
C0006268;ANT001448;N1
C0006269;ANT001448;B1
C0006270;ANT001449;GSM900
C0006271;ANT001449;B3
C0006272;ANT001449;B32
C0006273;ANT001449;B7
C0006274;ANT001449;B20
C0006275;ANT001449;N28
C0006276;ANT001449;N1
C0006277;ANT001449;B1
C0006278;ANT001450;GSM900
C0006279;ANT001450;B3
C0006280;ANT001450;B32
C0006281;ANT001450;B7
C0006282;ANT001450;B20
C0006283;ANT001450;N28
C0006284;ANT001450;N1
C0006285;ANT001450;B1
C0006286;ANT001451;GSM900
C0006287;ANT001451;B3
C0006288;ANT001451;B32
C0006289;ANT001451;B7
C0006290;ANT001451;B20
C0006291;ANT001451;N28
C0006292;ANT001451;N1
C0006293;ANT001451;B1
C0006294;ANT001452;GSM900
C0006295;ANT001452;B1
C0006296;ANT001452;B8
C0006297;ANT001452;B32
C0006298;ANT001453;GSM900
C0006299;ANT001453;B1
C0006300;ANT001453;B8
C0006301;ANT001453;B32
C0006302;ANT001454;GSM900
C0006303;ANT001454;B1
C0006304;ANT001454;B8
C0006305;ANT001454;B32
C0006306;ANT001455;GSM900
C0006307;ANT001455;N78
C0006308;ANT001455;N1
C0006309;ANT001455;B3
C0006310;ANT001456;GSM900
C0006311;ANT001456;N78
C0006312;ANT001456;N1
C0006313;ANT001456;B3
C0006314;ANT001457;GSM900
C0006315;ANT001457;N78
C0006316;ANT001457;N1
C0006317;ANT001457;B3
C0006318;ANT001458;GSM900
C0006319;ANT001458;N78
C0006320;ANT001458;N1
C0006321;ANT001458;B3
C0006322;ANT001459;GSM900
C0006323;ANT001459;N78
C0006324;ANT001459;N1
C0006325;ANT001459;B3
C0006326;ANT001460;GSM900
C0006327;ANT001460;N78
C0006328;ANT001460;N1
C0006329;ANT001460;B3
C0006330;ANT001461;N78
C0006331;ANT001461;B3
C0006332;ANT001461;B32
C0006333;ANT001462;N78
C0006334;ANT001462;B3
C0006335;ANT001462;B32
C0006336;ANT001463;N78
C0006337;ANT001463;B3
C0006338;ANT001463;B32
C0006339;ANT001464;GSM900
C0006340;ANT001464;B3
C0006341;ANT001464;B7
C0006342;ANT001464;B32
C0006343;ANT001464;B20
C0006344;ANT001464;N28
C0006345;ANT001465;GSM900
C0006346;ANT001465;B3
C0006347;ANT001465;B7
C0006348;ANT001465;B32
C0006349;ANT001465;B20
C0006350;ANT001465;N28
C0006351;ANT001466;GSM900
C0006352;ANT001466;B3
C0006353;ANT001466;B7
C0006354;ANT001466;B32
C0006355;ANT001466;B20
C0006356;ANT001466;N28
C0006357;ANT001467;B3
C0006358;ANT001467;B8
C0006359;ANT001467;N78
C0006360;ANT001468;B3
C0006361;ANT001468;B8
C0006362;ANT001468;N78
C0006363;ANT001469;GSM900
C0006364;ANT001469;B8
C0006365;ANT001469;B3
C0006366;ANT001469;B20
C0006367;ANT001469;N78
C0006368;ANT001470;GSM900
C0006369;ANT001470;B8
C0006370;ANT001470;B3
C0006371;ANT001470;B20
C0006372;ANT001470;N78
C0006373;ANT001471;GSM900
C0006374;ANT001471;B8
C0006375;ANT001471;B3
C0006376;ANT001471;B20
C0006377;ANT001471;N78
C0006378;ANT001472;GSM900
C0006379;ANT001472;B8
C0006380;ANT001472;B3
C0006381;ANT001472;B20
C0006382;ANT001472;N78
C0006383;ANT001473;GSM900
C0006384;ANT001473;B8
C0006385;ANT001473;B3
C0006386;ANT001473;B20
C0006387;ANT001473;N78
C0006388;ANT001474;GSM900
C0006389;ANT001474;B8
C0006390;ANT001474;B3
C0006391;ANT001474;B20
C0006392;ANT001474;N78
C0006393;ANT001475;N28
C0006394;ANT001475;N78
C0006395;ANT001475;B8
C0006396;ANT001476;N28
C0006397;ANT001476;N78
C0006398;ANT001476;B8
C0006399;ANT001477;N28
C0006400;ANT001477;N78
C0006401;ANT001477;B8
C0006402;ANT001478;GSM900
C0006403;ANT001478;B8
C0006404;ANT001478;B32
C0006405;ANT001478;B3
C0006406;ANT001478;B7
C0006407;ANT001478;B20
C0006408;ANT001478;N28
C0006409;ANT001478;N1
C0006410;ANT001478;B1
C0006411;ANT001478;N78
C0006412;ANT001479;GSM900
C0006413;ANT001479;B8
C0006414;ANT001479;B32
C0006415;ANT001479;B3
C0006416;ANT001479;B7
C0006417;ANT001479;B20
C0006418;ANT001479;N28
C0006419;ANT001479;N1
C0006420;ANT001479;B1
C0006421;ANT001479;N78
C0006422;ANT001480;GSM900
C0006423;ANT001480;B8
C0006424;ANT001480;B32
C0006425;ANT001480;B3
C0006426;ANT001480;B7
C0006427;ANT001480;B20
C0006428;ANT001480;N28
C0006429;ANT001480;N1
C0006430;ANT001480;B1
C0006431;ANT001480;N78
C0006432;ANT001481;GSM900
C0006433;ANT001481;B3
C0006434;ANT001481;B7
C0006435;ANT001481;B32
C0006436;ANT001481;B20
C0006437;ANT001481;N28
C0006438;ANT001481;N1
C0006439;ANT001481;B1
C0006440;ANT001481;N78
C0006441;ANT001482;GSM900
C0006442;ANT001482;B3
C0006443;ANT001482;B7
C0006444;ANT001482;B32
C0006445;ANT001482;B20
C0006446;ANT001482;N28
C0006447;ANT001482;N1
C0006448;ANT001482;B1
C0006449;ANT001482;N78
C0006450;ANT001483;GSM900
C0006451;ANT001483;B3
C0006452;ANT001483;B7
C0006453;ANT001483;B32
C0006454;ANT001483;B20
C0006455;ANT001483;N28
C0006456;ANT001483;N1
C0006457;ANT001483;B1
C0006458;ANT001483;N78
C0006459;ANT001484;GSM900
C0006460;ANT001484;B3
C0006461;ANT001484;B7
C0006462;ANT001484;B32
C0006463;ANT001484;B20
C0006464;ANT001484;N28
C0006465;ANT001484;N1
C0006466;ANT001484;B1
C0006467;ANT001484;N78
C0006468;ANT001485;GSM900
C0006469;ANT001485;B3
C0006470;ANT001485;B7
C0006471;ANT001485;B32
C0006472;ANT001485;B20
C0006473;ANT001485;N28
C0006474;ANT001485;N1
C0006475;ANT001485;B1
C0006476;ANT001485;N78
C0006477;ANT001486;GSM900
C0006478;ANT001486;B3
C0006479;ANT001486;B7
C0006480;ANT001486;B32
C0006481;ANT001486;B20
C0006482;ANT001486;N28
C0006483;ANT001486;N1
C0006484;ANT001486;B1
C0006485;ANT001486;N78
C0006486;ANT001487;GSM900
C0006487;ANT001487;B3
